Left Eye X,Left Eye Y,Right Eye X,Right Eye Y
0.49610447883605957,0.19226817786693573,0.5615256428718567,0.24038074910640717
0.5988903045654297,0.13638049364089966,0.5632749795913696,0.25184300541877747
0.23489397764205933,0.6394831538200378,0.24646034836769104,0.7400890588760376
0.22070400416851044,0.6556336879730225,0.21797315776348114,0.7684922218322754
0.22963108122348785,0.6306913495063782,0.20527586340904236,0.7795904278755188
0.2102431207895279,0.6157130599021912,0.20149897038936615,0.7758880257606506
0.1574634611606598,0.6199703216552734,0.21844132244586945,0.7792744636535645
0.22509412467479706,0.6418508291244507,0.21061846613883972,0.7542460560798645
0.21915242075920105,0.6430932879447937,0.22544258832931519,0.7776796817779541
0.22727321088314056,0.6485762000083923,0.2241552472114563,0.7684699296951294
0.22162066400051117,0.6294143795967102,0.2236507534980774,0.7903545498847961
0.21010932326316833,0.6521915197372437,0.22609101235866547,0.7810229659080505
0.21337297558784485,0.6490427851676941,0.2271268516778946,0.7886476516723633
0.24220755696296692,0.6620127558708191,0.22661714255809784,0.7960883378982544
0.34636032581329346,0.619641125202179,0.32027265429496765,0.7316803336143494
0.6309032440185547,0.3058182895183563,0.6778496503829956,0.4423544406890869
-0.09816444665193558,0.8732475638389587,0.6676098108291626,0.46253886818885803
nan,nan,0.5981037616729736,0.44059643149375916
-0.01113000139594078,0.9231308698654175,0.6291670799255371,0.4782383441925049
-0.0024341761600226164,0.9258381128311157,0.5636993646621704,0.45282894372940063
nan,nan,0.5821248888969421,0.42956817150115967
-0.01094669010490179,0.9596710801124573,0.5891912579536438,0.4790852665901184
-0.0014994186349213123,1.0456962585449219,0.5746830105781555,0.45218878984451294
0.46379902958869934,0.2915628254413605,0.465437114238739,0.44996213912963867
0.45374423265457153,0.24451835453510284,0.387962281703949,0.4012549817562103
0.4614412784576416,0.24823743104934692,0.42374709248542786,0.34205150604248047
0.0027289793360978365,0.70365309715271,0.37052932381629944,0.4347473680973053
0.4741035997867584,0.2404123991727829,0.38652855157852173,0.41371962428092957
0.4329184889793396,0.21643415093421936,0.3918478190898895,0.3846113681793213
0.4292508363723755,0.21357549726963043,0.3409458100795746,0.3931185305118561
0.41244781017303467,0.21803785860538483,0.3550227880477905,0.3815380036830902
0.41649574041366577,0.2192634642124176,0.3511185348033905,0.37239864468574524
0.4157926142215729,0.23586530983448029,0.26249805092811584,0.22742868959903717
0.4347594380378723,0.1923164576292038,0.34311771392822266,0.4270225763320923
0.4165453314781189,0.2264198660850525,0.3533809781074524,0.38322722911834717
0.42703554034233093,0.2296280562877655,0.3674570322036743,0.3798757493495941
0.4384857416152954,0.22976309061050415,0.36634522676467896,0.39220282435417175
0.4385969936847687,0.24726754426956177,0.33445975184440613,0.41840317845344543
0.34697550535202026,0.16206569969654083,0.2920657694339752,0.3098054826259613
0.34702616930007935,0.1457262635231018,0.3084975481033325,0.32083651423454285
0.3478538691997528,0.1573575884103775,0.2954230308532715,0.3135339915752411
0.3407599627971649,0.1493983268737793,0.28583666682243347,0.3611258566379547
0.3439851403236389,0.1661449670791626,0.28847965598106384,0.3180456757545471
0.34679898619651794,0.15752820670604706,0.3000745475292206,0.3755919635295868
0.31501322984695435,0.1914784014225006,0.2681777775287628,0.30784669518470764
0.3123270273208618,0.1778823435306549,0.2634560465812683,0.333861768245697
0.31878113746643066,0.18180729448795319,0.2609868049621582,0.3033461570739746
0.27700135111808777,0.21812914311885834,0.24887853860855103,0.36875641345977783
0.3127422630786896,0.1931259036064148,0.2554928660392761,0.33407577872276306
0.3127962350845337,0.2114354521036148,0.2563849091529846,0.31240662932395935
0.31664860248565674,0.16858164966106415,0.25237005949020386,0.34986212849617004
0.3170240521430969,0.19101129472255707,0.25515076518058777,0.347771018743515
0.31142890453338623,0.19365550577640533,0.2617984414100647,0.3698492646217346
0.5392714142799377,0.10183935612440109,0.4873521029949188,0.24413876235485077
0.5399450659751892,0.10314246267080307,0.4947165250778198,0.23549127578735352
0.5480654835700989,0.09049109369516373,0.48474207520484924,0.2194058895111084
0.5490497946739197,0.08436286449432373,0.473976194858551,0.22093690931797028
0.5458108186721802,0.08028688281774521,0.489663302898407,0.2428201138973236
0.5583333969116211,0.0968264490365982,0.47443467378616333,0.22085626423358917
0.5588817000389099,0.07284172624349594,0.4920766353607178,0.24158713221549988
0.5632556080818176,0.08154558390378952,0.4813094139099121,0.21426092088222504
0.5491822361946106,0.09153629094362259,0.48838892579078674,0.25037893652915955
0.5556091070175171,0.08671806752681732,0.49551427364349365,0.24202799797058105
0.5546122789382935,0.09105172008275986,0.503893256187439,0.23581090569496155
0.5428210496902466,0.06590738892555237,0.47079896926879883,0.22625984251499176
0.5470795035362244,0.08538907021284103,0.4933798015117645,0.2158675342798233
0.5574145317077637,0.2865649163722992,0.46639737486839294,0.4519087076187134
0.5279779434204102,0.7355722188949585,0.4354340136051178,0.8731588125228882
0.5299635529518127,0.7221700549125671,nan,nan
0.5096532106399536,0.7288762331008911,nan,nan
0.5072279572486877,0.7431144714355469,nan,nan
0.5304467082023621,0.7363911271095276,0.44108590483665466,0.8762864470481873
0.5124549865722656,0.7533867955207825,nan,nan
0.5142282247543335,0.745186984539032,0.44614624977111816,0.8814554810523987
0.5401427745819092,0.7198044657707214,0.44011008739471436,0.8951457738876343
0.5234701037406921,0.7316197752952576,0.4573896527290344,0.8669024705886841
0.1157217025756836,0.7868920564651489,0.5105031132698059,0.8062949776649475
0.5674663186073303,0.6835221648216248,0.4984515607357025,0.7833946347236633
0.5686576962471008,0.6969583630561829,0.49445778131484985,0.7988801598548889
