Left Eye X,Left Eye Y,Right Eye X,Right Eye Y
0.5804927945137024,0.3037804961204529,0.613175094127655,0.4200274348258972
0.6264914870262146,0.3831859827041626,0.6129536032676697,0.3737906813621521
0.6041610240936279,0.34103384613990784,0.6080400347709656,0.39968568086624146
0.6214776039123535,0.37434032559394836,0.6163775324821472,0.37816476821899414
0.5895599722862244,0.3652472198009491,0.6193621754646301,0.383733868598938
0.606575071811676,0.36861148476600647,0.6067309379577637,0.38670361042022705
0.6078348159790039,0.35236722230911255,0.6107306480407715,0.37620267271995544
0.6076602339744568,0.3724261224269867,0.6036528944969177,0.3757670223712921
0.6005232930183411,0.3456578850746155,0.6056209802627563,0.38718798756599426
0.596510112285614,0.34428873658180237,0.6039531230926514,0.39348313212394714
0.6045661568641663,0.35775279998779297,0.6053293943405151,0.40740853548049927
0.5946010947227478,0.3477858006954193,0.6064691543579102,0.41867610812187195
0.42843279242515564,0.471329003572464,0.44824427366256714,0.454875648021698
0.41843274235725403,0.5055068135261536,0.409405380487442,0.47077715396881104
0.4177718758583069,0.5146502256393433,0.40276747941970825,0.5036073327064514
0.4155656695365906,0.5159251093864441,0.4099556803703308,0.5060637593269348
0.41259831190109253,0.5126001834869385,0.4021089971065521,0.5120524764060974
0.4223739206790924,0.518181324005127,0.40366992354393005,0.5081113576889038
0.5563846826553345,0.28577932715415955,0.558815598487854,0.2583271563053131
0.5655808448791504,0.2623744010925293,0.55624920129776,0.2557051181793213
0.5605692863464355,0.27384036779403687,0.5669650435447693,0.26335176825523376
0.5527002215385437,0.26811233162879944,0.5599146485328674,0.24897612631320953
0.5496656894683838,0.2515869140625,0.5461788773536682,0.24488674104213715
0.5323666930198669,0.26343193650245667,0.5390783548355103,0.26517966389656067
0.5287981033325195,0.2661328613758087,0.5164508819580078,0.27729564905166626
0.5098506212234497,0.25655031204223633,0.4917295575141907,0.2562304139137268
0.48079714179039,0.25757068395614624,0.48072922229766846,0.23537153005599976
0.5724512338638306,0.2318246215581894,0.560920238494873,0.2616778314113617
0.573113203048706,0.23019057512283325,0.5596485733985901,0.2574329972267151
0.5713297724723816,0.21681538224220276,0.5517551898956299,0.2599092721939087
0.5718958973884583,0.2435934990644455,0.540071427822113,0.26995784044265747
0.5821762084960938,0.25518709421157837,0.5257228016853333,0.26678356528282166
0.5573055744171143,0.012491216883063316,0.5294655561447144,0.05807182937860489
0.566981315612793,0.048762984573841095,0.525594174861908,0.06900952756404877
0.5658767819404602,0.060479629784822464,0.5201937556266785,0.07731766253709793
0.5739185214042664,0.05541040375828743,0.5235427021980286,0.07328280806541443
0.5641071796417236,0.05400072783231735,0.5212249159812927,0.06082380935549736
0.590782642364502,0.09071480482816696,0.5368438363075256,0.086257703602314
0.5843280553817749,0.06552016735076904,0.5268871784210205,0.07733114808797836
0.590654194355011,0.07573901116847992,0.5323386192321777,0.1111457422375679
0.6132238507270813,0.263544499874115,0.5390945672988892,0.3391675651073456
nan,nan,nan,nan
nan,nan,nan,nan
0.7961227297782898,0.7391337156295776,nan,nan
0.6060205698013306,0.21614907681941986,0.5144088268280029,0.2968152165412903
nan,nan,nan,nan
0.6078758835792542,0.06831367313861847,0.5510332584381104,0.09492629766464233
0.6047777533531189,0.07255376875400543,0.5450665354728699,0.09644617885351181
0.6060977578163147,0.049838170409202576,0.5354576706886292,0.10926344990730286
