Left Eye X,Left Eye Y,Right Eye X,Right Eye Y
0.42120838165283203,0.5176288485527039,0.42814016342163086,0.6594165563583374
0.4186127483844757,0.5311625003814697,0.4087677001953125,0.6377182006835938
0.41539710760116577,0.4891722798347473,0.3996978998184204,0.651639461517334
0.415269672870636,0.5125185251235962,0.39163723587989807,0.6669265031814575
0.4384119510650635,0.49996620416641235,-0.46913954615592957,0.7863723039627075
0.4350951313972473,0.509291410446167,0.4034002423286438,0.6485846042633057
0.44458913803100586,0.5029494762420654,0.39915576577186584,0.6428181529045105
0.44735246896743774,0.5162389278411865,0.3882816731929779,0.6070138812065125
0.4262239336967468,0.47546714544296265,0.3785333037376404,0.6695991158485413
0.44815489649772644,0.4625663757324219,0.39247822761535645,0.6569041013717651
0.4420833885669708,0.4962484836578369,0.39129939675331116,0.6495218873023987
0.33884942531585693,0.638174295425415,0.38073742389678955,0.6649522185325623
0.4299946129322052,0.5069021582603455,0.3913288116455078,0.6725032329559326
0.4153585731983185,0.5118212699890137,0.39535877108573914,0.6472220420837402
0.4000431001186371,0.5127350687980652,0.3914288580417633,0.6489725708961487
0.4066452980041504,0.4986061751842499,0.37612444162368774,0.6356829404830933
0.38474974036216736,0.5300219655036926,0.37355664372444153,0.6651382446289062
0.41880398988723755,0.538968563079834,0.37917402386665344,0.6522913575172424
0.3955717980861664,0.5200806856155396,0.37714457511901855,0.6341797113418579
0.3825816512107849,0.516280472278595,0.3935330808162689,0.6365953087806702
0.3847564458847046,0.5148913264274597,0.37948670983314514,0.6435994505882263
0.44023260474205017,0.5039649605751038,0.3889666497707367,0.6648380756378174
0.4204882085323334,0.4981871247291565,0.398368239402771,0.6355596780776978
0.44431421160697937,0.5198068022727966,0.3848254680633545,0.6586263179779053
0.4207606017589569,0.516933262348175,0.39083588123321533,0.6525682806968689
0.44314703345298767,0.5134917497634888,0.36956706643104553,0.6760347485542297
0.4398793578147888,0.47710463404655457,0.39780908823013306,0.6330538392066956
0.43932104110717773,0.5092431902885437,0.3930083215236664,0.6444551348686218
0.4950609505176544,0.2939538359642029,0.48078200221061707,0.45728161931037903
0.5085336565971375,0.18828393518924713,0.4701400101184845,0.35473594069480896
0.5144804120063782,0.1795409768819809,0.4650834798812866,0.3579830229282379
0.5201977491378784,0.19075873494148254,0.4556967318058014,0.3589915931224823
0.1641007363796234,0.6430375576019287,0.47309720516204834,0.3257444202899933
0.5077612400054932,0.21699348092079163,0.47029057145118713,0.3744977116584778
0.5104397535324097,0.20076993107795715,0.4793599545955658,0.34062299132347107
0.45593443512916565,0.19046805799007416,0.4045189917087555,0.3344791829586029
0.45971357822418213,0.22046080231666565,0.39563870429992676,0.30137041211128235
0.4578632414340973,0.17252466082572937,0.41028186678886414,0.3165300786495209
0.4504249393939972,0.16938181221485138,0.3986971378326416,0.31952065229415894
0.4594450294971466,0.1923498809337616,0.3914802372455597,0.3242189884185791
0.4653865098953247,0.19528476893901825,0.4474867880344391,0.2583472728729248
0.45481643080711365,0.21215306222438812,0.38940298557281494,0.31048303842544556
nan,nan,0.39151817560195923,0.32511621713638306
0.45155957341194153,0.20827537775039673,0.3787270188331604,0.35254600644111633
0.4526948630809784,0.19821299612522125,0.38854241371154785,0.34475213289260864
0.4794178307056427,0.20634688436985016,0.426828533411026,0.3436400592327118
0.49082282185554504,0.19845449924468994,0.41826292872428894,0.3504585325717926
0.4812392592430115,0.22078436613082886,0.43363773822784424,0.33595937490463257
0.4921990633010864,0.19078245759010315,0.4158603250980377,0.32557713985443115
0.48025384545326233,0.20241805911064148,0.4131207764148712,0.33677661418914795
0.47058746218681335,0.20327235758304596,0.41392841935157776,0.3335229158401489
0.4869455397129059,0.19190780818462372,0.42194992303848267,0.34130406379699707
0.48423802852630615,0.18942804634571075,0.4114503860473633,0.33461257815361023
0.4897533655166626,0.21313150227069855,0.4460304081439972,0.3189769983291626
0.48445600271224976,0.21206268668174744,0.40826117992401123,0.34830519556999207
0.4882346987724304,0.19847185909748077,0.4161035418510437,0.34149473905563354
0.48016247153282166,0.20395797491073608,0.4108152985572815,0.34693893790245056
0.4805660545825958,0.20375734567642212,0.43798235058784485,0.33486390113830566
0.3223571479320526,0.4583965837955475,0.28622573614120483,0.6481025815010071
0.2871735990047455,0.5794273614883423,0.27645546197891235,0.676432728767395
0.28886377811431885,0.5813441276550293,0.2406662255525589,0.7292516231536865
0.2919841408729553,0.5681705474853516,0.25896599888801575,0.6884647011756897
0.29265865683555603,0.5727601051330566,0.250374436378479,0.6969012022018433
0.2945212721824646,0.5780922770500183,0.21786151826381683,0.7473304867744446
0.30173179507255554,0.5746252536773682,0.536622166633606,0.6846590638160706
0.29477155208587646,0.5788902044296265,0.25758200883865356,0.6804976463317871
0.29666051268577576,0.5569910407066345,0.23623549938201904,0.6872435808181763
0.3005548119544983,0.5690316557884216,0.25033390522003174,0.6885071992874146
0.30098289251327515,0.5989831686019897,0.24308207631111145,0.6956478953361511
0.30077195167541504,0.5799536108970642,0.2279958575963974,0.7292060852050781
0.2919524908065796,0.5667141675949097,0.25146225094795227,0.6933009028434753
0.2989272475242615,0.5725671648979187,0.24623896181583405,0.704842746257782
0.35300272703170776,0.5398644208908081,0.3065880239009857,0.6684725284576416
0.35440316796302795,0.49893710017204285,0.2953917980194092,0.6651257872581482
0.34102705121040344,0.5283069014549255,0.2791742980480194,0.6675733327865601
0.35189875960350037,0.5843299031257629,0.28337952494621277,0.6835407018661499
0.34717193245887756,0.531039834022522,0.290973961353302,0.6590092182159424
0.3536779582500458,0.5549237132072449,0.2881498634815216,0.6628726720809937
0.3456231355667114,0.5408651828765869,0.2825894355773926,0.7023419141769409
0.35339030623435974,0.5741448402404785,0.28039878606796265,0.7081734538078308
0.3458136022090912,0.5174439549446106,0.28297075629234314,0.6695602536201477
0.35061097145080566,0.5612057447433472,0.25910523533821106,0.7168076634407043
0.34729763865470886,0.5606608986854553,0.26111653447151184,0.7312954664230347
0.32972222566604614,0.5607051253318787,0.25153905153274536,0.7280779480934143
0.31801077723503113,0.534170389175415,0.26120153069496155,0.6718484163284302
0.3164757788181305,0.5285897254943848,0.24353401362895966,0.7177623510360718
0.30470216274261475,0.49650606513023376,0.2613884508609772,0.675212562084198
0.32281625270843506,0.5542930364608765,0.26839515566825867,0.6642633676528931
0.31028127670288086,0.53864586353302,0.24288398027420044,0.7431843280792236
0.3140258491039276,0.5609276294708252,0.24941842257976532,0.7059891819953918
0.3265518546104431,0.574435293674469,0.27907225489616394,0.6685394048690796
0.31811365485191345,0.5634913444519043,0.2624495029449463,0.6870455741882324
0.30380868911743164,0.5383553504943848,0.26232361793518066,0.6807441711425781
0.3055610656738281,0.5232375264167786,0.25690358877182007,0.7149009108543396
